Sr.No,Main Code,Sub Code,Name of Establishment,Address,City,Date of Applicability of Act,Beat
4109,BOA00825, 000,ZAMIR PUBLIC SCHOOL,CHUNGI NO.6 BOSAN ROAD OPP GULSHAN MEHER COLONY ,MULTAN,27-NOV-02,H
4110,BOA02385, 000,ZAMIR PUBLIC SCHOOL AL QURESH CAMPUS,KASHIF STREET NEAR NORTHERN BY PASS CHOWK BOSAN ROAD ,MULTAN,01-JUN-15,H
4111,BOA02742, 000,ZAMIR SIR SYED PUBLIC SCHOOL,"ADDA BUND BOSAN, MULTAN",MULTAN,01-SEP-17,H
4112,BOA01296, 000,ZAVIA SCHOOL SYSTEM ,51- B GULGHAST COLONY MULTAN ,MULTAN,01-JUL-08,H
4113,BOA02666, 000,ZEENAT JAVEED MEDICAL COMPLEX,268 /B GULGHAST COLONY MAIN BOSAN ROAD ,MULTAN,01-APR-16,H
4114,AAH01269,BO001,ZELLBURY (AL-RAHIM RETAIL LIMITED),"PLOT 13-A,GOL BAGH ROAD, GULGASHT COLONY",MULTAN,01-APR-18,H
4115,BOA03961, 000,ZUBAIDA IRSHAD HOSPITAL ,LODHI COLONY NEAR AWAAN CHOWK MULTAN,MULTAN,01-APR-25,H
4116,BOA00818, 000,science school system,LODHI COLONY M.D.A ROAD ,MULTAN,27-NOV-02,H
4117,BTA00045,BO008,sheikhupura textile mills ltd (cross stitch),"SHOP # 15, GROUND FLOOR MALL OF MULTAN ",MULTAN,01-JAN-24,H
4118,BOA02105, 000,(KHANI FABRICS) IMPERIAL FABRICS,AZIZ SHAHEED ROAD IMPERIAL CHOWK,MULTAN,05-JUL-13,J
4119,BOA03714,BO001,7-SPICE RESTAURANT,HIGH COURT,MULTAN,01-MAY-24,J
4120,BOA03913, 000,A & S BROTHER ,HOUSE # 7A /1 ALTAF TOWN TARIQ ROAD ,MULTAN,01-APR-25,J
4121,BOA03345, 000,A-DEMAS JEWELLERS,"8-HASSAN ARCADE, MULTAN CANTT",MULTAN,01-JAN-19,J
4122,BOA03864, 000,AA ENTERPRISES (MULTAN AIRPORT),"INSIDE STAFF CAR PARKING, AT FAISALABAD INTERNATIONAL AIRPORT FAISLABAD",FAISALABAD,16-OCT-24,J
4123,BOA03939, 000,ABDULLAH CREATIVES,STAFF PARKING AREA NEAR CAA WELFARE CATEEN ,MULTAN,15-AUG-25,J
4124,AAB00345,BO012,ADAMJEE INSURANCE COMPANY LIMITED,HASSAN ARCADE CANTT MULTAN ,MULTAN,14-JUN-77,J
4125,BOA03669, 000,ADVANCED GI & LIVER TOWER,TANK CHOWK JAMILABAD NEAR AIRPORT ,MULTAN,01-SEP-23,J
4126,BLA01213,BO029,AFZAL ELECTRONICS,"NEAR EXCISE OFFICE, MDA CHOWK, MDA ROAD, MULTAN",MULTAN,01-NOV-17,J
4127,BOA00978, 000,AHMED FINE TEXTILE MILLS LIMITED (HEAD OFFICE),"59/3 Abdali Rd, Adali Colony, Multan",MULTAN,01-MAY-06,J
4128,BSA00122,BO001,AHMED FINE TEXTILE MILLS LTD S.U.(H.O),1ST FLOOR INERNATIONAL PLAZA BOHRA STREET MULTAN,MULTAN,01-DEC-92,J
4129,BOA00569,BO003,AHMED FIne weaving LTD W.U.2H.O,1ST FLOOR INERNATIONAL PLAZA BOHRA STREET MULTAN,MULTAN,11-MAY-04,J
4130,BOA00569, 000,AHMED FIne weaving LTD. u-1 H.o,1ST FLOOR INTERNATIO NAL PLAZA BOHRA STRE ET ,MULTAN,01-JUN-96,J
4131,BOA01537, 000,AHMED SWEETS,CHOEK MDA ,MULTAN,01-JUL-10,J
4132,BOA03914, 000,AHS CLEANING SERVICES PVT LTD,HOUSE # 7A/1 ALTAF TOWN TARIQ ROAD ,MULTAN,01-APR-25,J
4133,BOA03668, 000,AHSAN MEDICINE COMPANY,NISHTER ROAD JUSTICE HAMEED COLONY,MULTAN,01-JUL-22,J
4134,BOA03468, 000,AIMYS VILLA GUEST HOUSE,"OPPOSITE TAC OFFICE, KALMA CHOWK, LMQ RD, MULTAN",MULTAN,01-JUL-21,J
4135,FAA02484,BO001,AIR BLUE FLIGHT CATERING (PVT) LTD,"HOUSE # 4, JAIL ROAD, OPP. GATE #05 NISHTER MEDICAL COLLEGE",MULTAN,01-DEC-16,J
4136,BIA04421,BO001,AIRLINK COMMUNICATION,143-144 MALL PLAZA MULTAN CANTT,MULTAN,01-JUL-13,J
4137,AAE01884,BO002,AISHA STEEL MILLS LTD,606-A 6TH FLOOR UNITED MALL ABDALI ROAD NAWASHER CHOWK MULTAN,MULTAN,01-JAN-23,J
4138,BOA01923, 000,AL BASIT MEDICAL CENTRE,AL-RAHIM COLONY NISHTER ROAD MULTAN,MULTAN,01-NOV-12,J
4139,BOA03499, 000,AL KAIF,NUSRAT ROAD OPP RADIO PAKISTAN LAL KURTI CANTT MULTAN,MULTAN,01-JUL-20,J
4140,BOA00583, 000,AL KHALIQ MEDICAL CENTRE,NISHTER ROAD ,MULTAN,01-NOV-94,J
4141,BOA01949, 000,AL-BADAR CHAMP HOUSE,NEAR MULTAN ARTS COUN. PUL MOAJ DARYA ROAD MULTAN,MULTAN,01-OCT-12,J
4142,AAE03982,BO031,AL-KARAM CANTT MULTAN,SHOP # 4 NIRALA CENTRE CANT BAZZA MULTAN,MULTAN,01-AUG-24,J
4143,BOA00882, 000,AL-RAHIM HOSPITAL,OLD BAHAWALPUR ROAD NISHTER CHOWK ,MULTAN,28-NOV-02,J
4144,BOA00322, 000,ALHAMD CORPORATION (PVT) LIMITED.,123-A-14 LALAZAR COLONY OLD BAHWALPUR ROAD MULTAN,MULTAN,01-JUL-87,J
4145,BOA03602, 000,ALI PETROLEUM SERVICES ,GHOUSUL AZAM CHOWK ,MULTAN,11-DEC-22,J
4146,BOA03278, 000,ALI TRADERS C/O SAPS,K-205 SHAH RUKN ALAM COLONY,MULTAN,23-JUN-21,J
4147,AAF01118,BO035,AMIR ADNAN (SHAPAR PVT),M-7 CHENONE TOWER ABDALI ROAD MULTAN,MULTAN,01-DEC-22,J
4148,AAF01118,BO034,AMIR ADNAN (SHAPAR PVT),"SHOP#21,22 GROUND FLOOR UNITED MALL MULTAN",MULTAN,01-DEC-22,J
4149,AAG01702,BO007,ASF SECURITY PVT LTD,FOUNDATION BUILDING ASF CAMP MULTAN AIRPORT,MULTAN,01-MAR-19,J
4150,BOA01196, 000,ASIM QAISAR & COMPANY (SHAPES),SIDDIQUE CENTER 61 ABDALI ROAD ,MULTAN,01-JUL-08,J
4151,BOA01134, 000,ASKARI CASH IN TRANSIT SERVICE(ACIT),HOUSE-160 JAMEEL ABAD ROAD NEAR CHUNGI NO 01,MULTAN,01-JUL-09,J
4152,BBA00655,BO007,ASKARI GEN INSURANCE CO LTD,2ND FLOOR JALIL CENTRE ABDALI ROAD ,MULTAN,20-JUL-96,J
4153,BOA00759, 000,ASKARI GUARDS PVT LTD,"HOUSE 450, BISMILLAH COLONY OPP BAKHTAWER AMIN COMPLEX NEAR CHUNGI 01 SURAJ MIANI ROAD",MULTAN,01-MAR-03,J
4154,BOA00759,BO008,ASKARI GUARDS PVT LTD C/O MWMC,HOUSE #160 JAMILABAD AIRPORT NEAR CHUNGI NO.1 ,MULTAN,01-AUG-25,J
4155,BOA03277, 000,ATRULE TECHNOLOGIES PVT LTD,2ND FLOOR KHAWAR CENTRE NEAR SP CHOWK,MULTAN,01-JUL-21,J
4156,BOA02975, 000,AVARI XPRESS Multan,OPPOSITE HIGH COURT ROAD NEAR SUBWAY,MULTAN,01-JUL-16,J
4157,BOA01682, 000,AZEEM HOSPITAL,55-B TARIQ ROAD ,MULTAN,01-AUG-11,J
4158,AAE05116,BO003,AZTEC SECURITY SOLUTIONS (PVT) LTD MULTAN AIRPORT,HOUSE # 2507/25/10-A NEW ABDALI COLONY DERA ADDA MULTAN,MULTAN,16-JAN-25,J
4159,BOA00814, 000,Ashraf Health Clinics & DiA. Center( X-YousaF Med),"opposite pso f/s, PUL Wasil chowk, ",MULTAN,21-DEC-02,J
4160,BOA01420,BO001,BABA ICE CREAM ,MALL RD MULTAN CANTT,MULTAN,05-APR-12,J
4161,BOA00941,BO001,BAKHTAWAR AMIN MEMORIAL TRUST HOSPITAL,"CHUNGI # 1, SURAJ MIANI ROAD ",MULTAN,01-JAN-19,J
4162,BOA00891, 000,BARKAT ALI CO. ICE FAC COLD STORAGE,SHADAB COLONY SOORIJ MIANI ROAD ,MULTAN,10-SEP-03,J
4163,BOA03898, 000,BASHIR AHMAD LABOUR CONTRACTOR ( NAUBAHAR MULTAN),C/O NAUBAHAR BOTTELING COMPANY JAIL ROAD MULTAN,MULTAN,21-MAR-25,J
4164,BOA00789, 000,BELL 'N' TELL,58-MALL PLAZA MULTAN CANTT ,MULTAN,10-NOV-02,J
4165,BOA03259, 000,BELMORRIS HOTELS & RESORTS,"83-ABDALI ROAD, MULTAN CANTT",MULTAN,01-NOV-20,J
4166,BOA03498, 000,BEREKET NATURALS PVT LTD,"Property no. 6, 2km bhawalpur bypass, bhawalpur road, Multan",MULTAN,01-MAY-21,J
4167,FAA00480,BO008,BESTWAY CEMENT LTD Sales office multan,5TH FLOOR CHENONE TOWERS ABDALI ROAD MULTAN,MULTAN,01-MAR-19,J
4168,BOA03497, 000,BETHEL RUFIN HIGH SCHOOL MULTAN,CHRISTAN COLONY NEAR QASIM BELA KHAIRPUR BHUTTA MULTAN,MULTAN,09-OCT-21,J
4169,BIA05802,BO002,BEYOND EAST,NIRALA CENTER NEAR KHAN PLAZA MULTAN CANTT,MULTAN,01-DEC-22,J
4170,BOA00675, 000,BLOOMFIELD TODDLERS,2510\2 AIBAK ROAD ABDALI ROAD ,MULTAN,01-OCT-00,J
4171,BOA00675,BO002,BLOOMFIELD TODDLERS ( O & A LEVEL CAMPUS),QASWAR GARDEZI ROAD NEAR CANAL OFFICERS COLONY,MULTAN,01-SEP-13,J
4172,BOA00675,BO001,BLOOMFIELD TODDLERS (JUNIOR CAMPUS),7/8 ABDALI COLONY MULTAN CANTT,MULTAN,28-FEB-12,J
4173,BOA02612, 000,BOMANJI SQUARE (PVT) LTD,"84/2, NUSRAT ROAD, BOMANJI CHOWK",MULTAN,01-JAN-17,J
4174,BIA01991,BO003,BORJAN PVT LTD,SHOPING CENTER MULTAN CANTT,MULTAN,01-AUG-09,J
4175,BIA01991,BO004,BORJAN PVT LTD ,SADDAR BAZAR MULTAN CANTT,MULTAN,01-AUG-09,J
4176,BOA02576, 000,BRITIAN INT. SCHOOL SYSTEM (AHMED CAMPUS),"10-JAIL ROAD, MDA CHOWK",MULTAN,01-NOV-16,J
4177,BOA02507, 000,BRITISH INTERNATIONAL SCHOOL SYSTEM AL-GHAFOOR,ABDALI COLONY,MULTAN,01-JAN-15,J
4178,BOA03786, 000,BRITISH LAB ,NISHTER ROAD ,MULTAN,01-APR-24,J
4179,BOA00644, 000,BUNDU KHAN RESTAURANT,"64-B ABDALI ROAD, MULTAN ",MULTAN,01-JAN-00,J
4180,BOA01471, 000,BUX CONTRUCTION COMPANY,220 2ND FLOOR METRO PLAZA MULTAN CANTT,MULTAN,05-SEP-10,J
4181,BOA03473, 000,CALIFORNIA PIZZA CLUB,"13-MALL ROAD, MULTAN CANTT, MULTAN",MULTAN,01-JAN-21,J
4182,BIB04363,BO005,CALL COURIER(PVT) LTD,"2507/25A, AL-FATIMA HOUSE, NEW ABDALI COLONY, DERA ADDA MULTAN",MULTAN,01-JUL-21,J
4183,BOA00612, 000,CANTT FILLING,91 - QASIM ROAD MULTAN CANTT PH: 589005 ,MULTAN,18-NOV-97,J
4184,BOA03099, 000,CAR EX (SHOWROOM),"16- NUSRAT ROAD, MULTAN CANNT, ",MULTAN,01-FEB-20,J
4185,BOA03434, 000,CARDIOLOGY CONTRACTORS ,"CH PERVAIZ ELLAHI INSTITUTE OF CARDIOLOGY, MULTAN",MULTAN,01-OCT-21,J
4186,BOA02966, 000,CARE ASSOCIATES,OFF NO 40 2ND FLOOR KHAN CENTER ABDALI ROAD,MULTAN,01-JUL-18,J
4187,BOA03299, 000,CARE FAMILY HOSPITAL,"MAIN ROAD, QASIM BELA, MULTAN CANTT",MULTAN,01-JUL-21,J
4188,BOA03328, 000,CARE PLUS HOSPITAL,TARIQ ROAD MULTAN,MULTAN,01-JUL-21,J
4189,BIA01993,BO001,CARITAS PAKISTAN,63-AURANGZAIB ROAD CANTT ,MULTAN,01-JAN-07,J
4190,BOA01192, 000,CASARREDO FURNITURE AND INTERIOR,15 A OLD BAHAWALPUR ROAD,MULTAN,01-JUL-08,J
4191,BOA02344, 000,CHANAB HOSPITAL,NEAR CHUNGI NO. 1 SURAJ MIANI ROAD,MULTAN,01-JAN-15,J
4192,BOA03176, 000,CHAUDHRY SECURITY ENTERPRISES PVT LTD,"R-100, SHER SHAH ROAD",MULTAN,01-AUG-20,J
4193,BGA50348,BO007,CHENONE STORES LTD,IN FRONT OF SHEESH MEHAL CLUB ABDALI ROAD ,MULTAN,18-JAN-05,J
4194,BOA03083, 000,CHINA TOWN RESTAURANT MULTAN,ABDALI ROAD MULTAN,MULTAN,01-JAN-19,J
4195,BOA01129, 000,CHIRST THE KING SCHOOL,JAMILABAD CHUNGI#1 NISHTER ROAD MULTAN,MULTAN,01-JUL-08,J
4196,BOA03567, 000,CHOPPER SALON (CANT BRANCH),MALL OF CANT SP CHOWK MULTAN,MULTAN,01-AUG-22,J
4197,BOA03865,BO008,CHRONOS OUTSOURCING,KHAJI WALA OFFICE # 16 SECOND FLOUR ABDUL RASHEED MOBILE CENTERE KETCHARY ROAD MULTAB,MULTAN,01-JUL-25,J
4198,BOA03865,BO006,CHRONOS OUTSOURCING SOULTIONS,SURAJ MIANI OFFICE # 16 SECON FLOUR ABDUL RASHEED MOBILE CENTER KETCHARY ROAD MULTAN,MULTAN,01-JUL-25,J
4199,BIA02441,BO007,CHUGHTAIS LAHORE LAB,KHAN MEDICAL CITY NISHTER ROAD MULTAN,MULTAN,01-MAY-18,J
4200,BOA01791, 000,CITY CENTRE,NUSRAT ROAD S.P CHOWK MULTAN,MULTAN,01-MAY-12,J
4201,BOA02424, 000,CITY CENTRE SUITES,QUAID E AZAM SHOPPING CENTRE NO. 2 MAIN SADDAR BAZAR,MULTAN,01-JAN-16,J
4202,BOA03005,BO001,CITY SCIENCE HIGHER SECONDARY SCHOOL (GIRLS),GULSHAN E MADINA COLONY SURAJ MIANI ROAD ,MULTAN,01-JAN-18,J
4203,BOA03005, 000,CITY SCIENCE HIGHER SECONDARY SCHOOL FOR BOYS,AL-MERAJ CENTER SURAJ MIANI ROAD MULTAN,MULTAN,01-JAN-18,J
4204,BOA03723, 000,CLINIX PHARMACY,NEAR SHELL PUMP IMPERIAL CHOWK MULTAN CANTT,MULTAN,01-DEC-23,J
4205,BOA03321,BO001,CLIVE SHOES(MULTAN CANTT),MAJOR AZIZ SHAHEED ROAD MULTAN CANTT,MULTAN,01-JAN-24,J
4206,BOA03187, 000,COMRADE GENERAL SERVICES PVT LTD,"Comrade 561-C, Bata Chowk, Near Haideria Masjid, Gulgasht",MULTAN,01-SEP-20,J
4207,BOA03885, 000,CONCEPT SCHOOLS,JAIL ROAD MDA MULTAN,MULTAN,01-FEB-25,J
4208,BOA03884, 000,CONCEPT SCHOOLS,RAIWAY ROAD,MULTAN,01-FEB-25,J
4209,BOA00405, 000,CONIMPEX,1683 QUAID-E-AZAM MARKET MULTAN CANTT ,MULTAN,01-JUL-76,J
4210,AAA02280,BO019,CONTINENTAL ENGINEERING SERVICES PVT LTD C/O CAA ,CAA MULTAN AIRPORT CANTT,MULTAN,18-DEC-22,J
4211,BOA01040, 000,COUNTRY CAMP SCHOOLING SYSTEM ,12-DISTRICT JAIL RD. NEAR MDA CHOWK ,MULTAN,01-JAN-07,J
4212,BOA01193, 000,CRYSTAL FURNITURE SERVICE,OLD BAHAWALPUR ROAD,MULTAN,01-JUL-08,J
4213,AAC00086,BO002,DADEXETERNIT LTD,"Office No.4,1st floor royal plaza Azmat wasti road Multan",MULTAN,01-DEC-02,J
4214,BOA03542, 000,DAILY BAITHAK,64/A-A4 ALTAF TOWN MULTAN,MULTAN,01-SEP-22,J
4215,BOA02224, 000,DAILY HIJRAT,1122 BHATTI STREET MULTAN CANTT,MULTAN,01-OCT-14,J
4216,BOA02510, 000,DAILY PAKISTAN,124-NISHTAR CHOWK,MULTAN,01-JUL-14,J
4217,BOA01352, 000,DAR-UL- KABAB,SADDAR BAZAR MULTAN CANTT,MULTAN,01-MAR-10,J
4218,BIB00389,BO003,DIAMOND PAINTS,OFFICE 1 MAKKAH ARCADE LMQ ROAD NEAR DERRA ADDA,MULTAN,01-DEC-11,J
4219,BOA02178, 000,DIGICOM TRADING (Pvt) LTD,"SHOP.#1649 OPPOSITE MALL PLAZA CANTT, MULTAN",MULTAN,01-JUL-13,J
4220,BIA03091,BO001,DIGITAL WORLD PAKISTAN PVT LTD,PLOT16 MDA ARCADE OPP ART COUNCIL MDA RD,MULTAN,01-MAR-08,J
4221,BOA03279, 000,DISTRICT BAR ASSOCIATION MULTAN,DISTRICT COURTS CHOWK KUTCHARY,MULTAN,01-JUL-21,J
4222,BOA03480, 000,DOCTORS HOSPITAL ,"SURAJ MAINI ROAD, GILLANI COLONY MULTAN",MULTAN,01-JUL-21,J
4223,BOA03714, 000,DOUBLE CHEEZ,"OPPOSITE HIGH COURT, NEAR SP CHOWK ",MULTAN,01-DEC-23,J
4224,BOA03566, 000,DRAGON WOK,"ABU MUHAMMAD STREET SHOP#1007,1008 BEHIND DUBAI PLAZA CANTT MULTAN",MULTAN,01-NOV-22,J
4225,BRE00023,BO006,EASTERN PRODUCTS PVT LTD (CHENONE TOWER),"1ST FLOOR, CHENONE TOWER, ABDALI ROAD",MULTAN,01-OCT-24,J
4226,BOA02769,BO003,EDEN APPARELS PVT LTD,FIRST FLOOR UNITED MALL,MULTAN,01-JAN-17,J
4227,BOA02769, 000,EDEN APPARELS PVT LTD,FIRST FLOOR CHEN ONE TOWER,MULTAN,01-JUL-16,J
4228,BOA02769,BO001,EDEN APPARELS PVT LTD,BUKHARI ROAD MULTAN CANTT,MULTAN,01-JAN-17,J
4229,BOA02598, 000,EDUSOFT SYSTEM SOLUTIONS,"1ST FLOOR, KHAWAR CENTRE, NEAR SP CHOWK",MULTAN,01-NOV-16,J
4230,BIA06328,BO006,EGI-RETAIL MULTAN C/O EAST GATE INDUSTRIES,"GROUND FLOOR NIRALA CONTER, SP CHOWK PVT LTD CANTT",MULTAN,01-DEC-23,J
4231,BIA02683,BO006,EHSAN CHAPPAL STORE,1-1/A GANI BOKHARI ROAD MULTAN CANTT,MULTAN,20-FEB-11,J
4232,BIA02683,BO051,EHSAN CHAPPAL STORE PVT (LTD),AZIZ BHATTI ROAD HANIF PALAZA MULTAN CANTT,MULTAN,01-SEP-19,J
4233,BOA01147, 000,ENGLISH SHOES,52 BOHRA STREET MULTAN CANTT,MULTAN,01-JUL-09,J
4234,BOA01147,BO001,ENGLISH SHOES,KHAWAR CENTER SP CHOWK ,MULTAN,01-JAN-23,J
4235,AAB00036,BO006,ENGRO Fertilizers PAK LTD,RIAZ MOTORS BUILDING ABDALI ROAD NAWAN SHEHER MULTAN ,MULTAN,01-JUL-76,J
4236,BOA03317, 000,EXCEL LABS,"MEHAR CENTER, NISHTAR ROAD, MULTAN",MULTAN,01-DEC-21,J
4237,BOA02484, 000,EXECUTIVE HOUSE,BEHIND COSMOS BEAUTY PARLOUR OLD BAAHAWALPUR ROAD NEAR KFC,MULTAN,01-JUL-12,J
4238,BOA02509, 000,EXPRESS NEWS,"Pepsi Factory Godown, 147-A opp? Jail Rd, Jinnah Town, Multan",MULTAN,01-JAN-15,J
4239,BNA00049,BO002,FAISAL ASAD TEXTILE MILLS LTD,84 NUSRAT ROAD HASSAN ARCADE ,MULTAN,01-DEC-93,J
4240,BOA03170, 000,FAREED ENTERPRISES,"C/O NISHER HOSPITAL MULTAN.212-J, SHAH RUKN E ALAM COLONY",MULTAN,01-AUG-20,J
4241,BOA00580, 000,FATIMA ENTERPRISES LTD,78\78 A BOHRA STREET KAREEM SHOPPING CENTRE SADAR BAZAR ,MULTAN,01-JAN-97,J
4242,BOA01924, 000,FATIMA MEDICAL COMPLEX,AL-RAHIM COLONY NISHTER ROAD MULTAN,MULTAN,01-NOV-12,J
4243,BBA00175,BO005,FAUJI FERTILIZER CO LTD,85 QASIM ROAD MULTAN CANTT. ,MULTAN,01-JAN-78,J
4244,BOA00690, 000,FAZAL CLOTH MILLS LTD UNIT NO 3 HEAD OFFICE,"59/3 Abdali Rd, Adali Colony, Multan",MULTAN,01-MAY-01,J
4245,BOA02075, 000,FAZAL WEAVING MILLS LIMITED (HEAD OFFICE),129/1 OLD BAHAWALPUR ROAD MULTAN,MULTAN,01-JUL-13,J
4246,BOA03316, 000,FINE ARTS PLUS,"SHOP # 67, HASSAN ARCADE MULTAN CANTT",MULTAN,01-JUL-21,J
4247,BOA01759, 000,FOOD FESTIVAL,QUID-E-AZAM ROAD BRANCH MULTAN CANTT.,MULTAN,01-JAN-12,J
4248,BOA00526, 000,FOOD FESTIVAL,NISHTER CHOWK ,MULTAN,01-JUL-95,J
4249,BOA00526,BO004,FOOD FESTIVAL (EAZY PEAZY),MDA CHOWK,MULTAN,01-DEC-15,J
4250,BOA00992, 000,FOOD MELA RESTUARANT,KHAWAR CENTRE SP CHOWK ,MULTAN,15-JUN-06,J
4251,BOA02345, 000,FURQAN DIAGNOSTIC CENTRE,OPPOSITE NISHTAR HOSPITAL NISHTAR ROAD,MULTAN,01-JUL-13,J
4252,AAB00408,BO005,FuJI FILM pakistan PVT LIMITED,QUAID-E-AZAM SHOPPIN CENTER IMPERIAL CINEMA CHOW MULTAN.,MULTAN,15-JUL-86,J
4253,BOA02829, 000,GARRISION ACADEMY MULTAN,CHUNGI NO. 01 MULTAN NEAR JAMILABAD,MULTAN,01-APR-18,J
4254,BOA03643, 000,GB SECURITY SERVICES PVT LTD,Multan ,MULTAN,01-JUL-23,J
4255,AAC01811,BO003,GERRY'S DNATA,ROOM NO. 165 NORTHERN OFFICE BLOCK MULTAN AIRPORT,MULTAN,01-MAY-15,J
4256,BOA00989, 000,GHAURIS LAB,126-OLD BAHAWALPUR ROAD ,MULTAN,01-JUN-06,J
4257,BQA00625,BO002,GHULAM FARID & BROTHERS PVT LTD/pMU HOSPITALS.,"PLOT # 252-A, WARD # 9, ABDALI COLONY, MULTAN",MULTAN,02-DEC-19,J
4258,BID00827,BO001,GLOBAL CUSTOMER CARE(PVT) LTD,1ST FLOOR 74-CHENONE TOWER ABDALI ROAD ,MULTAN,01-JAN-11,J
4259,BOA03879, 000,GOGI LAB,9/A MDA ROAD OPPOSITE EXCISE OFFICE ,MULTAN,01-FEB-25,J
4260,BOA01022, 000,GRAMMAR HIGH SCHOOL,CB57 AVIATION BASE ROAD QASIM BELA ,MULTAN,01-FEB-08,J
4261,AAE00598,BO057,GRAY MACKENZIE RESTAURANTS KFC,RAILWAY SERVICES CLU B BAHAWALPUR ROAD OPP. MULTAN HIGH COU RT,MULTAN,01-OCT-07,J
4262,BOA02716, 000,GRC (GHULAM RASOOL AND COMPANY PVT LTD),"6-A LALAZAR COLONY, OLD BAHAWALPUR ROAD,",MULTAN,01-JUL-15,J
4263,BIA02630,BO001,GREEN STAR SOCIAL MARKETING,06-GULISTAN COLONY OPP-KHALID BIN WALEED HOSPITAL KASWAR GARDEZI ROAD MULTAN,MULTAN,01-MAR-07,J
4264,BOA03784, 000,H.H MULTANI DESI FOOD,KASWER GARDEZI ROAD CANTT,MULTAN,01-JUL-23,J
4265,BOA03479, 000,HAIDER HOSPITAL,PRINCE CLOTH STREET MULTAN,MULTAN,01-JAN-20,J
4266,BOA00815, 000,HALEEMA HOSPITAL COMPLEX,NISHTER ROAD ,MULTAN,21-DEC-02,J
4267,BIB04618,BO001,HAMEED LATIF HOSPITAL(BUSINESS DEVELOPMENT),MEHAR CENTER NISHTER ROAD MULTAN,MULTAN,01-NOV-22,J
4268,BOA03189, 000,HEELS SHOES MULTAN (022),HANIF PLAZA NEAR BANO MARKET AZIZ SHAHEED ROAD,MULTAN,01-JUL-19,J
4269,BOA03315, 000,HIGH COURT BAR ASSOCIATION,"NUSRAT ROAD, S.P CHOWK MULTAN CANTT",MULTAN,01-JUL-21,J
4270,BOA03264, 000,HIGHCOURT CLERKS BAR ASSOCIATION MULTAN BENCH,"SEAT#35, MOHAMADAN BLOCK,DISTRICT COURTS MULTAN",MULTAN,01-JUN-21,J
4271,BOA03733, 000,HN FOOD AFGHANI CUISINE ,NEAR LALAZAR COLONY KASWER GARDEZI ROAD ,MULTAN,01-JUL-21,J
4272,BOA02794, 000,HN SCIENCE SCHOOL,"NEAR POLICE LINE NO. 1, MULTAN.",MULTAN,01-JUL-17,J
4273,AAB00266,BO014,HOECHST PAKISTAN LTD (SANOFI AVENTIS PAK LTD),SUIT # 502 5TH FLOOR UNITED MALL PLAZA ABDALI ROAD,MULTAN,01-FEB-24,J
4274,BOA00515, 000,HOLIDAY INN HOTEL RAMADA,76 ABDALI ROAD MULTAN ,MULTAN,01-NOV-94,J
4275,BOA00659, 000,HONDA BREEZE,63 ABDALI ROAD ,MULTAN,01-APR-98,J
4276,BOA03609, 000,HOPE NICU & HOSPITAL,PULL WASIL ROAD OPP BANK AL HABIB MULTAN,MULTAN,01-JAN-23,J
4277,BOA03463, 000,HOTEL AMBASSADOR,"124-AZIZ AVENUE, MOTEL AMBASSADOR, LMQ ROAD, MULTAN",MULTAN,01-JAN-21,J
4278,BOA02944, 000,HOTEL BEST ONE,52/A TARIQ ROAD ,MULTAN,01-JAN-18,J
4279,BOA01463, 000,HOTEL CANTT VIEW,SHARAH-E-QUAID-E-AZAM DUBAI PLAZA MULTAN CANTT,MULTAN,30-DEC-10,J
4280,BOA03472, 000,HOTEL CHANCERY ONE,"LMQ ROAD, NAWAN SEHAHAR, NEAR TELEPHONE EXCHANGE MULTAN",MULTAN,01-JUL-21,J
4281,BOA02455, 000,HOTEL DE SHALIMAR,43-A TARIQ ROAD,MULTAN,25-DEC-15,J
4282,BOA03466, 000,HOTEL EXECUTIVE ONE,NISHTAR CHOWK FLYOVER NEAR FOOD FESTIVAL MULTAN.,MULTAN,01-JUL-20,J
4283,BOA00484, 000,HOTEL FIRDOS,DERA ADDA CHOWK,MULTAN,01-JAN-93,J
4284,BOA02506, 000,HOTEL GRACE INN,123-A LALAZAR COLONY OLD BAHAWALPUR ROAD,MULTAN,01-JAN-14,J
4285,BOA01194, 000,HOTEL GREEN PALM,123 A LALAZAR COLOLNY OLD BAHAWALPUR ROAD,MULTAN,01-JUL-08,J
4286,BOA02117, 000,HOTEL MULTAN CONTINENTAL,NISHTAR CHOWK OLD BAHAWALPUR ROAD NEAR HOTEL SINDBAD,MULTAN,01-JUL-13,J
4287,BOA03470, 000,HOTEL NEW STAR,"KHAN MEDICAL CITY, AL-RAHEEM,COLONY, MULTAN",MULTAN,01-JUL-21,J
4288,BOA02569, 000,HOTEL ONE (BY PEARL CONTINENTAL),"59-B, TARIQ ROAD",MULTAN,01-NOV-16,J
4289,BOA01127, 000,HOTEL ONE (PVT) LTD (FORMALY FORTALICE(PVT)LTD,9 A LALAZAR OLD BAHAWALPUR ROAD,MULTAN,01-JUN-08,J
4290,BOA02498, 000,HOTEL PACE INN,77-A ABDALI ROAD NEAR RAMADA HOTEL,MULTAN,01-JUL-14,J
4291,BOA03464, 000,HOTEL RESIDENCE INN,"1-ALTAF TOWN, MULTAN.",MULTAN,01-JAN-21,J
4292,BOA03356, 000,HOTEL ROYAL ONE,"TARIQ ROAD, MULTAN",MULTAN,28-OCT-21,J
