Sr.No,Main Code,Sub Code,Name of Establishment,Address,City,Date of Applicability of Act,Beat
3928,FAA00695,BO001,PATTAN DEVELOPMENT ORGANISATION MULTAN ,MOUZA BAHADUR PUR BOSAN ROAD MULTAN ,MULTAN,01-JAN-99,H
3929,BOA01855, 000,PEACE INTERNATIONAL SCHOOL ,BAHDUR PUR CHOWK BOSAN ROAD MULTAN ,MULTAN,01-JUL-10,H
3930,BIA00016,BO005,PEL SERVICE CENTRE,officers colony near UCL COLLEGE MULTAN,MULTAN,01-JUL-92,H
3931,BOA03701, 000,PIZZA MAX MULTAN,"30-A, GULGHAST AVENUE, MULTAN",MULTAN,01-JUL-21,H
3932,BOA01142, 000,PLATINUM PHARMACEUTICALS PVT LTD,HOUSE52 GULSHAN-E- MAHER COLONY CHUNGI6 BOSAN RO,MULTAN,01-JUL-09,H
3933,BOA03931, 000,POWER WING SERVICES ,"1429 QUAID E AZAM ROAD, NEW NORTH GULGHAST MULTAN",MULTAN,01-AUG-25,H
3934,BOA01287, 000,PREMIER PUBLIC SCHOOL ,OPP TOYOTA MOTORS SHOW ROOM BOSAN ROAD ,MULTAN,01-JUL-08,H
3935,BOA00645, 000,PRIDE SECURITY SERVICES,40 PRACHA BUILDING GOAL BAGH GULGASHT COLONY ,MULTAN,04-JAN-00,H
3936,AAE01449,BO012,"PRIME HUMAN RESOURCE SERVICES pVT LTD,INBOX MULTAn",C /O INBOX NAKA CHOWK NORTH GULGHAST ,MULTAN,01-DEC-16,H
3937,BOA02606, 000,PRIME life GIRLS HOSTEL,"GULSHAN E MEHR COLONY, MULTAN",MULTAN,01-JUL-16,H
3938,BOA02984, 000,PRO-HEALTH (C/O BUCH INTERNATIONAL HOSPITAL),"BUCH INTERNATIONAL HOSPITAL BUCH VILLAS, NEAR BZU",MULTAN,01-APR-18,H
3939,AAE00984,BO116,PROFESSIONAL EMPLOYEES PVT LTD CYBERNET,"1-C JHELUM BLOCK GREEN FORTS 2, CANAL ROAD",LAHORE,01-FEB-23,H
3940,BOA03286, 000,PROPSURE DIGITAL SOLUTIONS (PVT) LTD.,"5TH FLOOR CITY TOWER, CHUNGI # 9",MULTAN,01-JUL-21,H
3941,BOA03284, 000,PROTON ZAKARIA MOTORS MULTAN,CRYSTALL MALL PLAZA CHUNGI # 9 OPPOSITE PSO PUMP,MULTAN,01-APR-21,H
3942,BOA03740, 000,"PSO, NASEEM II PETROLEUM SERVICES","NORTHERN BYPASS ROAD, NEAR SUZUKI SOUTH PUNJAB MULTAN",MULTAN,01-FEB-24,H
3943,BOA00959, 000,PUNJAB COLLEGE FOR WOMEN,13-B GULGASHT COLONY MULTAN,MULTAN,01-AUG-05,H
3944,BOA02751, 000,PUNJAB GROUP OF COLLEGES MULTAN,"MONZA BAHADUR PUR OPP. MEHMOOD KOT METRO STATION, NEAR NORTHERN BY PASS,",MULTAN,01-DEC-17,H
3945,BIB01134,BO006,PUNJAB RURAL SUPPORT PROGRAMME,Ahbab Colony Bahadarpur chowk bosan Road,MULTAN,01-JUL-98,H
3946,BOA00931,BO001,Pak-Turk Maarif International Schools and Colleges,SHalimar West opposite mall of multan bosan road,MULTAN,01-SEP-05,H
3947,BOA03846, 000,QAISER AND BROTHERS & JANITORIAL SERVICE PVT LTD,"janat vilas,ali street, taraf mubarak awal, multan   ",MULTAN,01-JUL-24,H
3948,FAA02216,BO016,QATAR CHARITY,AL QURESH HOUSING SOCIETY PHASE II MULTAN,MULTAN,01-NOV-25,H
3949,FAA02216,BO017,QATAR CHARITY,AL QURESH HOUSING SOCIETY PHASE II MULTAN,MULTAN,01-NOV-25,H
3950,BOA02667, 000,RAFIQ FILLING STATION ( PSO ),NAWAB PUR ROAD ,MULTAN,01-JAN-17,H
3951,BIA01991,BO078,RAFUM RETAIL PVT LTD(BORJAN SHOES SHOP),GOL BAGH-II (113/10 M QUAID E AZAM INDUSTRIAL ESTATE KOT LAKHPAT,MULTAN,01-NOV-24,H
3952,BIA01991,BO096,RAFUM RETAILS PVT. LTD,GOL BAGH MULTAN,ABBASPUR,01-APR-25,H
3953,BIA01991,BO087,RAFUM RETAILS PVT. LTD(BORJAN SHOES STORE,"UB/10- M, QUAID E AZAM INDUSTRIAL ESTATE KOT LAKHPAT LAHORE , MALL OF MULTAN OUTLET",MULTAN,01-APR-25,H
3954,BIA01991,BO097,RAFUN RETIAL PVT. LTD,MODEL TOWN MULTAN,MULTAN,01-APR-25,H
3955,BOA03368, 000,RANA TRADING CO (ROYAL TAG),PROPERTY#12-A OPP WASA OFFICE GULGUSHT COLONY MULTAN,MULTAN,01-FEB-22,H
3956,BOA01494,BO001,RASHEED COLD CORNER,"GOAL BAGH, BOSAN ROAD, MULTAN",MULTAN,01-JUL-21,H
3957,BOA01494,BO003,RASHEED COLD CORNER (DHA),"MAIN BOULEVARD, COMMERICAL MARKET BOSAN ROAD GATE DHA",MULTAN,01-JAN-25,H
3958,BOA01494, 000,RASHEED COLD DRINK CORNER,CHOWK JALAL MASJID GULGASHT MULTAN,MULTAN,15-FEB-11,H
3959,BOA01494,BO002,RASHHED COLD CORNER,MODEL TOWN BYPASS MULTAN,MULTAN,01-JAN-22,H
3960,BOA01541, 000,RAZIA IQBAL MEDICAL CENTRE,9-SHALIMAR COLONY LANE 2 BOSAN ROAD ,MULTAN,01-JUL-02,H
3961,BOA02630, 000,READ (THE SCHOOL SHOP ),OPP NEWS CORNER GOAL BAGH GULGHAST COLONY MULTAN ,MULTAN,01-JUL-16,H
3962,AAE03690,BO012,RESOURCE LINKED (PVT) LIMITED C/O LEVI'S,"LEVI'S SHOP, SHOP # 93-A, GULGHAST COLONY, MULTAN",MULTAN,01-NOV-25,H
3963,BIB03805,BO007,RETAIL CONCEPTS(BREAK OUT),14-A POST OFFICE ROAD NEAR HARDEES GULGUSHT COLONY MULTAN,MULTAN,01-MAR-22,H
3964,BOA03365, 000,REVIVE MENS LOUNGE,105-B GULGASHT COLONY MULTAN,MULTAN,01-JUL-21,H
3965,BOA03250, 000,RI-ASSOCIATE SMC-PRIVATE LIMITED,RI-ASSOCIATE FIRST FLOOR NATIONAL PHARMACY NEAR DHA MAIN GATE ,MULTAN,19-OCT-20,H
3966,BOA03969, 000,RICHEESE,"PLOT #123, B BLOCK, MODEL TOWN ",MULTAN,01-NOV-25,H
3967,BOA01305, 000,RISE COLLEGE OF SCIENCE ,1972-PEER KHURSHEED COLONY OPP NISHAT H/ SCHOOL ,MULTAN,01-JUL-09,H
3968,BOA01288, 000,RISE COOLEGE OF SCIENCE / SCHOOL OF ACCOUNTANCY,11-B GULGHAST COLONY BOSAN ROAD MULTAN ,MULTAN,01-JUL-08,H
3969,BOA02725, 000,RIZWAN PETROLIUM SERVICE (PSO),NORTHERN BY PASS NEAR WAPDA TOWN PHASE #01,MULTAN,01-MAR-17,H
3970,BOA03057, 000,RMCON ENGINEERS & CONTRACTORS,"MASOOD HOUSE OPP NASHEMAN COLONY,NEAR DAR E ARQAM SCHOOL",MULTAN,01-JUL-19,H
3971,BOA01764, 000,ROOP BEAUTY PARLOUR ,NAFEES MEDICARE HOSPITAL ROAD ,MULTAN,01-JUL-10,H
3972,BOA03880, 000,ROOTS MILLENNIUM SCHOOL,1 MPS ROAD NEAR SAYINDA WALA BYPASS ,MULTAN,01-FEB-25,H
3973,BOA02300, 000,ROYAL DEVELOPER BUILDERS PVT LTD,MULTAN PUBLIC SCHOOL ROAD ,MULTAN,01-JUL-14,H
3974,BOA02373, 000,ROYAL INSTITUTE OF MEDICAL SCIENCES( RIMS)," Bosan Rd, A Block Gulgasht Colony,",MULTAN,01-JUL-13,H
3975,BOA03387, 000,ROYAL INTERNATIONAL SCHOOL ,MAIN NORTHERN BYPASS CHOWK BOSAN ROAD MULTAN,MULTAN,01-AUG-21,H
3976,BOA03030, 000,ROYAL SELECTION,"COMMERCIAL AREA BUCH VILLAS OFFICE NO. 1,",MULTAN,01-JAN-19,H
3977,BOA03910, 000,ROYAL SOLOR ENERGY PVT LTD,888/9 E NEAR PTCL EXCHANGE CHUNGI NO 6 MULTAN,MULTAN,01-JAN-25,H
3978,BOA03698, 000,ROZNAMA QAUM,AMEERABAD NEAR FIA OFFICE MULTAN,MULTAN,01-JUL-23,H
3979,BOA02463, 000,RS & F DISTRIBUTION HOUSE,ADDA BAGH WALA NEAR BZU CHOWK BOSAN ROAD ,MULTAN,01-JAN-16,H
3980,BOA03777, 000,RUMANZA BY PERAL CONTINENTEL,RUMANZA DHA MULTAN,MULTAN,01-JAN-24,H
3981,BOA02680, 000,S&T Merchandise (Pvt) Ltd,19 -A NEAR GPO GULGHAST COLONY ,MULTAN,01-MAR-17,H
3982,AAG01512,BO001,S. S ENTERPRISES,C/O METRO PAKISATAN (PVT) LTD BOASAN ROAD MULTAN,MULTAN,01-SEP-20,H
3983,BOA02679, 000,SABIR  CUISNE ( RESTURANT),19 - A NEAR GPO GULGHAST COLONY ,MULTAN,01-MAR-17,H
3984,BOA02853, 000,SAEED AJMAL STORE,"CRYSTAL MALL, CHUNGI NO. 9, BOSAN ROAD",MULTAN,01-APR-18,H
3985,BOA02726, 000,SAIBAN KISAN SOCIETY,SKS  HOUSE#02 STREET#30 ZAKARIYA TOWN ,MULTAN,01-APR-17,H
3986,BIB02448,BI010,SAID NAAM PVT LTD(MOCCIANI GULGASHT),"PLOT NO.30A, PIZZA HUT ROAD, GULGASHT COLONY",MULTAN,01-JUN-19,H
3987,BOA02332, 000,SAKIMS ACADMEY ,NEAR EAT-ON RESTURANT CHANGI#09 BOSAN ROAD ,MULTAN,01-JUL-14,H
3988,BOA02255, 000,SAMAR DESIGNERS COLLECTION ,12-A GULGHAST COLONY ,MULTAN,01-OCT-14,H
3989,BOA02370, 000,SANA SAFINAZ ,RAYWEL PLAZA SHOP#1/2 GROUND FLOOR GULGHAST COLONY ,MULTAN,01-JAN-15,H
3990,BIA02991,BO001,SAPPHIRE FILLING STATION,CHOWK SAIDAN WALA BY PASS ,MULTAN,01-JUL-19,H
3991,BIA04573,BO012,SAPPHIRE RETAIL LIMITED,"SAPPHIRE MAIN GULGASHT,PIZZA HUT ROAD",MULTAN,01-DEC-18,H
3992,BOA03161, 000,SARCO PVT LTD PROJECT OF DHA,DHA PROJECT BOSAN ROAD,MULTAN,01-NOV-19,H
3993,BOA03835, 000,SATHI FOUNDATION ,"HOUSE NO 6, BAJWA HOUSE, GULGHAST COLONY NAKKA CHOWK MULTAN",MULTAN,01-JUL-24,H
3994,BOA03836, 000,SATHI FOUNDATION (2),"NEW SHALIMAR COLONY ST # 10, MULTAN",MULTAN,01-JUL-24,H
3995,BOA00669, 000,SCHOLARS COLLEGE,"LMQ ROAD, OPP BRITISH UNIVERSITY COUNCIL, MULTAN",MULTAN,01-APR-99,H
3996,BOA02696, 000,SCIENCE SCHOOL,KHAN VILLAGE ROAD NEW NORTH GULGHAST,MULTAN,01-JAN-17,H
3997,BOA01904, 000,SCIENCE SCHOOL ,NEAR SIAA CNG STATION LMQ ROAD MULTAN ,MULTAN,01-JUL-10,H
3998,BOA02868, 000,SECURITY 2000 PVT. LTD. (METRO MULTAN PROJECT),"HOUSE 39, LODHY COLONY, NEAR ALLAH SHAFI ROAD, MULTAN.",MULTAN,01-JAN-17,H
3999,BIA02418,BO036,SEEFAM PVT LTD(ALL GUGASHAT BRANCHES & MALL OF MUL,BREEZE SHOP TEHSIL CHOWK GUGASHAT COLONY,MULTAN,01-JAN-21,H
4000,BIA00013,BO092,SERVIS SHOES STORE SB-146,"BOSAN ROAD MALL OF MULTAN, MULTAN",MULTAN,01-AUG-23,H
4001,BIA00013,BO039,SERVIS SHOES-SB062(SERVICE INDUSTRIES LIMITED),"GARDEZI MARKET NEAR JALAL MASJID CHOWK GULGHAST COLONY, MULTAN",MULTAN,01-APR-21,H
4002,BOA03332, 000,SF ENTERPRISES ,108-A MUSA CENTER GULGUSHT COLONY MULTAN,MULTAN,01-JUL-21,H
4003,BOA02126, 000,SH FAZAL U REHMAN CONTRACTOR PARKING ,C/O CITY HOSPITAL PEER KHURSHEED COLONY ,MULTAN,01-JAN-14,H
4004,BOA03908, 000,SH IQBAL AKHTAR & CO.,HOUSE NO 30 KAREEM GARDEN DPS ROAD MIAN CHANNU ,MIAN CHUNNU,01-MAR-25,H
4005,AAD05245,BO003,SHAFFER & CO.,"95-A, GOL BAGH ROAD, GULGHAST COLONY, MULTAN",MULTAN,01-JUN-23,H
4006,BOA01019, 000,SHAH JAHAN BANQUET HALL,8-OFFICERS COLONY MULTAN ,MULTAN,01-JAN-08,H
4007,BOA01952, 000,SHAH JAHAN GRILL ,OPP PIZZA HUT GULGHAST COLONY MULTAN ,MULTAN,01-NOV-12,H
4008,BOA01349, 000,SHAHWAR FOUNDATION SCHOOL (BOSAN ROAD CAMPUS),GULSHAN MEHR COLONY BOSAN ROAD MULTAN ,MULTAN,01-JUL-09,H
4009,BOA03023, 000,SHANGRILLA BAKERS,"16-B OFFICERS COLONY, BOSAN ROAD",MULTAN,01-JAN-19,H
4010,BOA01154, 000,SHANGRILLA CUISINE,16-B OFFICERS COLONY BOSAN ROAD MULTAN ,MULTAN,01-SEP-09,H
4011,BOA03378, 000,SHANGRILLA CUISINE BAKERS & SWEETS,MODEL TOWN CHOWK MULTAN,MULTAN,01-JUL-21,H
4012,BOA03781, 000,SHANGRILLA ROYAL ORCHARD MARQUEE,"MPS ROAD, ROYAL ORCHARD MULTAN",MULTAN,01-JUN-23,H
4013,BOA01052, 000,SHARIF FILLING STATION,20-A TEHSIL CHOWK GULGASHT ,MULTAN,18-JAN-08,H
4014,BIA00013,BO008,SHOE BOX (SERVICE INDUSTRIES),"TEHSIL CHOWK, GULGASHT COLONY",MULTAN,01-SEP-18,H
4015,BIA01958,BO009,SICAS KIDS CAMPUS,"8, 24 SECTOR D PHASE 1 DHA",MULTAN,01-JUN-19,H
4016,AAE00703,BO068,SIZA FOODS PVT LTD,MCDONALD'S KIOSK # 10 4TH FLOOR FOOD COURT MALL OF MULTAN,MULTAN,01-FEB-23,H
4017,BOA03595, 000,SKECHERS SHOES PVT LTD,PLOT NO 34 A OPPOSSITE CHAY KHANA GULGHAST,MULTAN,21-OCT-22,H
4018,BIA04336,BO002,SKILLS HUB (PVT.) LTD.,"STREET # 2, SABZA ZAR COLONY, BOSAN ROAD, MULTAN",MULTAN,01-JAN-17,H
4019,BOA01757, 000,SLEEK BEAUTY PARLOUR ,NEAR NEAL KOT BOSAN ROAD MULTAN ,MULTAN,01-JUL-10,H
4020,BOA03675, 000,SMART CLEANING SOLUTION ,"SUIT NO 1, 1ST FLOOR, M-BLOCK, MODEL TOWN LAHORE",MULTAN,01-NOV-23,H
4021,BOA03958, 000,SNM HOLDINGS (PVT) LTD,FUN N MUCH OFFICE 101 MAIN BOULEVARD DHA MULTAN ,MULTAN,01-OCT-25,H
4022,BOA03834, 000,SOGHAAT RESTURANT ,"HEAD MUHAMMAD WALA ROAD, MULTAN ",MULTAN,01-JUL-24,H
4023,BOA02168, 000,SOUK SUPER MARKET,NEEL KOT BOSAN ROAD,MULTAN,01-JAN-13,H
4024,BOA03696, 000,SOUTH TODAY,ISP UNIVERSITY BOSAN ROAD MULTAN,MULTAN,01-JUL-23,H
4025,BOA02438, 000,SOUTHERN PETROLEUM PVT.LTD,48-L BUSINESS CITY PLAZA BOSAN ROAD MULTAN,MULTAN,24-JUN-15,H
4026,BOA02992, 000,STAR BROTHERS CLEANING SERVICES,"1ST FLOOR MALL OF MULTAN, BOSAN ROAD",MULTAN,01-SEP-18,H
4027,BOA03481, 000,STARS ACADEMY,"NEAR CITY HOSPITAL, PEER KHURSHEED COLONY MULTAN",MULTAN,01-JUL-18,H
4028,BOA02575, 000,STYLO FRANCHISE CS Gulgasht,9 - A OPP PIZZA HUT GULGHAST COLONY ,MULTAN,09-DEC-16,H
4029,BOA03583, 000,STYLO FRANCHISE-WH 1237,"PLOT # 106, BLOCK A COMMERICAL MARKET MODEL TOWN",MULTAN,10-DEC-22,H
4030,BOA01171, 000,STYLO Franchise GULGAShT,430-C GARDAZI MARKET GULGHAST COLONY MULTAN ,MULTAN,01-JUL-09,H
4031,BOA02675, 000,SUBWAY (GULGHAST BRANCH),10 -A  GULGHAST COLONY ,MULTAN,01-MAY-16,H
4032,BOA02676, 000,SUBWAY (WAPDA TOWN BRANCH),WAPDA TOWN PHASE #01 NORTHERN BY PASS ,MULTAN,01-JAN-17,H
4033,BIA01799,BO001,SUPER SPACE ,"3RD FLOOR, MALL OF MULTAN, BOSAN ROAD",MULTAN,01-SEP-18,H
4034,BOA03859, 000,SUPER SPACE (AA JOYLAND PVT LTD),"4TH FLOOR, SHARIF COMPLEX, GULGASHT COLONY",MULTAN,01-NOV-24,H
4035,BOA01163,BO001,SUPER TECH SERVICE C/O PROJECT DHA MULTAN,DHA MULTAN CHAPTER BOSAN ROAD ,MULTAN,14-DEC-16,H
4036,BOA01896, 000,SUPERIOR GRAMMER SCHOOL,"mps road, near bosan road multan ",MULTAN,01-JUL-12,H
4037,BOA01033, 000,SUPERIOR GROUP OF COLLEGES,BOSAN ROAD ,MULTAN,01-MAR-08,H
4038,BOA02727, 000,SUZUKI  SOUTH PUNJAB ,Northern Bypass Road Multan,MULTAN,01-JUL-17,H
4039,BOA03543, 000,SWEET CREME ,GULGHAST COLONY OPPOSITE CHAY KHANA ,MULTAN,01-SEP-22,H
4040,BIA01044,BO006,SYSTEMS LIMITED,842/23 BOSAN ROAD NEAR NORTHERN BYPASS SABAZAR COLONY ,MULTAN,01-OCT-22,H
4041,BOA02164, 000,Sakims COLLEGE FOR BOY,SEYAL STREET ASHRIF COLONY BOSAN ROAD ,MULTAN,01-JAN-13,H
4042,BOA03011, 000,Super ready mix concrete,"ADDA SHAH PUR, BOSAN ROAD",MULTAN,01-JAN-19,H
4043,BOA02605, 000,TABBASH FOODS FAMILY RESTAURANT,JALAL MASJID ROAD GULGHAST COLONY ,MULTAN,01-SEP-16,H
4044,BOA02128, 000,TASTY STUDENT ZAIQUA ,NEAR JALAL MASJID GULGHAST COLONY ,MULTAN,15-MAY-14,H
4045,BOA02294, 000,TAYYAB PETROLEUM SERVICES (BYCO),NORTHERN BY PASS OPP PSEHS.,MULTAN,01-APR-15,H
4046,BOA03145, 000,TEHZEEB BY TASTY,ROYAL ARCHARD HOUSIONG COLONY MULTAN PUBLIC SCHOOL ROAD,MULTAN,01-APR-20,H
4047,BOA00956,BO002,THAHEEM CONSTRUCTION COMPANY (C/O BUCH HOSPITAL),"BUCH INTERNATIONAL HOSPITAL, BUCH VILLAS, NEAR BZU ",MULTAN,01-APR-18,H
4048,BOA03046, 000,THE ATLAS SCHOOL,"OPP BZU, BOSAN ROAD ",MULTAN,01-MAR-19,H
4049,BOA03124, 000,THE BRILLIANT TRAINING HOME,H # 10 DERA NOON STREET NASHEMAN COLONY BOSAN ROAD,MULTAN,01-FEB-20,H
4050,BOA02051, 000,THE CANTERBURY SCHOOL ,BOSAN ROAD ,MULTAN,01-JUL-12,H
4051,BOA01375, 000,THE CITY CNG AND SERVICES ,CHOWK PEER KHURSHEED COLONY ROAD MULTAN ,MULTAN,01-OCT-09,H
4052,AAC01467,BO039,THE CITY NURSERY,34-A OFFICERS COLONY ,MULTAN,01-SEP-00,H
4053,AAC01467,BO025,THE CITY SCHOOL MULTAN,Near NCBA nothren by pass,MULTAN,01-MAR-96,H
4054,BOA03337, 000,THE CLOSET,"ADIDAS SHOP NO.93 GULGUSHT COLONY, MULTAN",MULTAN,01-FEB-22,H
4055,BOA01928, 000,THE COUNTRY SCHOOL (SHALIMAR CMPUS ),SHALIMAR COLONY BOSAN ROAD MULTAN ,MULTAN,01-SEP-11,H
4056,BOA02996, 000,THE DUKE HIGH SCHOOL,"MILLAT CHOWK, NAWAB PUR ROAD, NEAR CHUNGI NO 08",MULTAN,01-JUL-18,H
4057,BOA02011, 000,THE EDUCATIONAL TORCH BEARERS  PVT LTD,11-A GULGHAST COLONY ,MULTAN,01-JUL-11,H
4058,BOA02693, 000,THE EDUCATIONAL TORCH BEARERS (PVT) LTD.,OPP BZU METRO BUS TERMINAL BOSAN ROAD ,MULTAN,01-JAN-17,H
4059,BOA01979, 000,THE EDUCATOR REGIONAL OFFICE ,96-A/1 GULGHAST COLONY ,MULTAN,01-AUG-12,H
4060,BOA00762, 000,THE EDUCATORS,33-A GULGASHT COLONY ,MULTAN,10-DEC-02,H
4061,BOA02194, 000,THE EDUCATORS NAWAB PUR CAMPUS,NAWAB PUR ROAD BASTI NAWAB PUR,MULTAN,01-JAN-14,H
4062,BOA03123, 000,THE FITTEST SERVICES INTERNATIONAL,H# 15 ALAMDAR STREET NORTHERN BY PASS BOSAN ROAD,MULTAN,01-FEB-20,H
4063,BOA02192, 000,THE KNOWLEDGE SCHOOL TAHA CAMPUS,94-96 LODHI COLONY OBHHAYA MARKET ,MULTAN,01-JAN-14,H
4064,BOA01291, 000,THE LAHORE LYCUM (MULTAN CAMPUS ),12-B GULGHAST COLONY BOSAN ROAD MULTAN ,MULTAN,01-JUL-09,H
4065,BOA00670, 000,THE NATIONAL COLLEGE OF COMPUTER SCIENCE,BOSAN ROAD ,MULTAN,01-JAN-98,H
4066,AAE01492,BO022,THE POTATO FACTORY INTERNATIONAL(OPTP) MALL OF MUL,"4TH FLOOR, FOOD COURT, MALL OF MULTAN, BOSAN ROAD",MULTAN,01-JUL-20,H
4067,BOA03673, 000,THE SICILAIN/DESPARADO,24/A KAMRAN PLAZA PEER KHURSHEED COLONY MULTAN,MULTAN,01-SEP-23,H
4068,BOA02333, 000,THE SMART SCHOOL ,26- A OPP CITY SCHOOL GULGHAST COLONY ,MULTAN,01-MAY-15,H
4069,BOA02629, 000,THE SUPERIOR SCHOOL,MODEL TOWN T CHOWK NORTHERN BY PASS,MULTAN,01-JUL-16,H
4070,BOA01895, 000,THE UNIVERSAL INSURANCE,OFFIC NO-55 1-FLOOR BUSINESS CITY CENTER BOSON ROAD,MULTAN,01-JUL-12,H
4071,BOA03122, 000,THINK I TECH SERVICES,URDU BAZAR GOL BAGH BOSAN ROAD ,MULTAN,01-MAR-20,H
4072,BOA03670,BO001,TIMES CONSULTANT BOSAN ROAD,"MAIN BOSAN ROAD, BESIDES K K MART ",MULTAN,01-FEB-24,H
4073,BOA03257, 000,TMT YHB (JV) PVT LTD,SECTOR R DHA ,MULTAN,01-AUG-20,H
4074,BOA03398, 000,TONI AND GUY,"C-5 A-BLOCK, MODEL TOWN, MULTAN ",MULTAN,01-FEB-22,H
4075,BOA00523, 000,TOYOTA MULTAN MOTORS pvt ltd.,BOSAN ROAD ,MULTAN,01-JAN-95,H
4076,BOA01094, 000,TREND STORE,25-B GULGHAST COLONY MULTAN ,MULTAN,01-JUL-08,H
4077,BOA02381, 000,U&I Garments (Pvt) Ltd - JDOT- Multan-03 Gulgahst,SHOP#10 / A GUGHAST COLONY ,MULTAN,01-MAR-15,H
4078,BOA01505, 000,U.C.L BUSINESS SCHOOL MULTAN,BLOOMFIELD HALL UPPER SCHOOL MULTAN PUBLIC SCHOOL ,MULTAN,02-OCT-10,H
4079,BOA01767, 000,UMM AL QURA EDUCATION SYSTEM ,HOUSE #268 BLOCK -B GULGHAST COLONY ,MULTAN,01-JAN-10,H
4080,AAE01274,BO017,UNIQUE FOOD SERVICE CO PVT LTD( DOMINS PIZZA )    ,93 - A GULGHAST COLONY NEAR GOAL BAGH ,MULTAN,01-JUL-17,H
4081,BOA01085, 000,UNITED CNG FILLING STATION ,SHALIMAR COLONY MAIN BOSAN ROAD MULTAN,MULTAN,01-JUL-08,H
4082,BOA02254, 000,UNITED CUISINE ,32-A GULGHAST COLONY ,MULTAN,01-NOV-14,H
4083,BOA02470,BO001,UNITED MALL GULGASHT,21-A GULGASHT COLONY OPP ISP GULGASHT,MULTAN,01-JAN-18,H
4084,BOA02470,BO002,UNITED MALL GULGASHT,21A GULGASHT COLONY OPPOSIT ISP GULGASHT BOSAN ROAD,MULTAN,01-JAN-18,H
4085,AHA00356,BO008,UNITED REFRIGERATION INDUSTRIES LTD, 06 NO CHUNGI OPP PTCL EXCHANGE BOSAN ROAD,MULTAN,01-JUL-94,H
4086,BOA02520, 000,UNIVERSAL CINEMA ,"H # 6, ST # 17, Samanabad Lahore",LAHORE,01-JAN-16,H
4087,BOA01300, 000,UNIVERSITY FILLING STATION (PSO ),BADHAR PUR BOSAN ROAD ,MULTAN,01-JUL-08,H
4088,BID00045,BO028,UNIWORTH APPAREL (PRIVATE) LIMITED,"SHOP # 30-A, GULGASHT COLONY, MULTAN",MULTAN,01-JUL-17,H
4089,BOA03126, 000,URBAN SOLE ,GUGASHT COLONY BOSAN ROAD,MULTAN,01-JAN-19,H
4090,AAC01142,BO005,VIKOR ENTERPRISES PVT LTD,2352 WARD NO.XXIV NEAR MALL OF MULTAN BOSAN ROAD,MULTAN,01-JAN-19,H
4091,BOA03226, 000,WAJID & CO PVT LTD (DHA MULTAN),"ASKARI PHASE-III BEHIND AREANA HOTEL , DHA MULTAN",MULTAN,01-JAN-18,H
4092,BOA01506, 000,WALI FOODS,424-C GULGASHT COLONY,MULTAN,01-JAN-11,H
4093,BOA01133, 000,WAPDA EMPLOYEES COOP HOUSING SOCIETY LTD MULTAN ,WAPDA TOWN MDA NORTHERN BY PASS ROAD MULTAN ,MULTAN,01-JAN-96,H
4094,BOA02744, 000,WARDA DESIGNER COLLECTION PVT LTD,WARDA GULGASHT GOL BAGH ROAD,MULTAN,01-JUL-17,H
4095,BOA03294, 000,WHAT A PARATHA MULTAN,249 B NEAR GIRLS COMPREHENSIVE SCHOOL GULGASHT ,MULTAN,01-APR-20,H
4096,BIA02432,BO007,WORLD WIDE FUND FOR NATURE -PAKISTAN," WWF-Pakistan |Regional Office, H. No. 1640, Galaxy Town, Bosan Road, Multan",MULTAN,01-MAR-21,H
4097,BOA03048, 000,X-2 RESTAURANT,"25-A, GULGASHT COLONY",MULTAN,01-FEB-19,H
4098,BOA02052, 000,YAHYA PAKWAN ,OPP-LADIS PARK GULGHAST COLONY ,MULTAN,01-JUL-12,H
4099,BOA03738, 000,YCDO HOSPITAL BOSAN ROAD ,BOSAN RAOD NEAR CITY HOSPITAL MULTAN,MULTAN,01-JAN-23,H
4100,BOA03156, 000,YOUNAS RESTURANT,"ADDA BAND BOSAN, BOSAN ROAD",MULTAN,01-JUL-19,H
4101,BIA01418,BO003,YUMMY MILK PRODUCTS LTD (MULTAN ) ,BAHADUR PUR CHOWK BOSAN ROAD MULTAN ,MULTAN,01-JUL-08,H
4102,BOA02159, 000,YUMS SWEET AND BAKERS,NOTHERN BY PASS CHOWK BOSAN ROAD ,MULTAN,01-APR-14,H
4103,BBA02272,BO008,ZAHIR KHAN & BROTHERS ENGINEERS &CONSTRUCTORS,"DHA DEVELOPMENT PROJECT, DEFENCE HOUSING AUTHORITY,",MULTAN,05-SEP-17,H
4104,BOA00337, 000,ZAKARYIA PUBLIC SCHOOL,BOSAN ROAD MULTAN ,MULTAN,01-APR-88,H
4105,BOA01024, 000,ZAKFAS PHARMACUTICAL PVT LIMITED,12-KM BOSAN ROAD ,MULTAN,01-SEP-07,H
4106,BOA03483, 000,ZAMEEN.COM,"MODEL TOWN-A, NOTHERN BYPASS MULTAN",MULTAN,01-JUL-21,H
4107,BOA02384, 000,ZAMIR JUNIOR & GIRLS SCHOOL,NEAR LASANI GARDEN HOTEL BOSAN ROAD ,MULTAN,01-JUN-15,H
4108,BOA02386, 000,ZAMIR KIDS SCHOOL,GULSHAN E MEHR COLONY HOUSE#03 BOSAN ROAD ,MULTAN,01-JUN-15,H
